QueryId,Query Description
669,Is it intentional that the last blue monster to die carries most of the loot?
144,Where can I find sugar cane?
1320,Willpower - do kills increase it?
1298,breeding a male aggron with a ditto in a luxury ball yet still getting pokeball babies?
1261,The Computer is broken - repeating characters
121,Where does Civilization V prefer to place each civ at the start?
140,What is the format of Minecraft.net account names?
325,What's the point of buying books?
345,Directx.log internal system error when trying to install Need for Speed: Most Wanted
928,How can I report misplaced portals in Ingress?
527,How much is a level 20 multiplayer character worth as a promoted war asset?
565,How do I solve the puzzle with ten symbols each with six boxes?
636,Are +maximum damage and +minimum damage enchantments factored into weapon DPS?
637,How does X% Chance of Finding gold work for a party?
436,How does the massacre bonus work?
260,Is it possible to play multiplayer game modes with bots?
1495,Better crit chance or crit damage or something else?
281,Where are the save files in Skyrim?
282,How to avoid dragons?
225,What happens to my world when a Minecraft mod is uninstalled or overwritten?
1242,How do you become 'stylish' enough to access Luminose stores: Pokemon X and Y?
375,Can I rename an item without enchanting it?
562,What exactly can I keep in second play-through of ME3?
127,Can Portal 2 co-op be played between PC and PS3 Steam linked accounts?
1342,How do I progress in Ars Magica 2?
583,Buying Diablo 3 in a different region
480,What are all the possible power combinations for detonation?
1032,Is there Armour/Barding for horses in Skyrim?
1251,How do I get out of the hole with my stuff?
1591,What is the armor movement penalty?
601,How can I change regions?
218,How do I ascend a +10 normal weapon to a +11 normal weapon?
168,What do certain item attributes in Dungeon Siege 3 mean?
1407,Is there a way to run a PC Steam game on my Mac
1441,How does enemy respawning work?
89,How do you fix massive holes that appear in the ground?
313,How do I find the murdered woman in Windhelm?
597,Minecraft Closes Randomly with a Java Exception
689,Effect of AS on Sweeping Wind
461,What kind of a team setup is required to kill Roshan before the match begins?
317,What happens to my horse if I ride another horse?
1300,Why is my food bar not going down?
250,What books increase skills?
509,Why is Anderson not a councilor?
1168,How do I kill myself?
107,Does Mourning the Dead Serve Any Practical Purpose?
1316,How does matchmaking work in Play mode?
17,What do the good/evil sliders do in DeathSpank?
233,How to exit a Battlefield 3 server after a match has finished?
232,"What is the ""halo"" under all my runes?"
647,"Can I abuse the Auction House to ""increase"" my stash size?"
1541,Xbox live email address
1545,"Is it possible to kill ""yourself"" without dying?"
1226,"Is there anyway to transfer money between Franklin, Michael, and Trevor?"
1562,How can you make Minecraft behave like the XBox Version
368,How can I bring STAG back if I have 100% completion?
1055,When I try to break a block it opens the game menu
238,"Why do people look at me sometimes and make remarks that I should sleep, or that I look ill?"
995,How can I increase the density of residential zones?
100,What is the optimal way to play the remade Evelynn in the jungle?
492,Will an imported Shepard have a significant advantage over a new Shepard?
1029,Why Can't I delete Minecraft Files?
1201,Will I lose my shot at the Law pistol if i complete Playthrough 1?
332,Skyrim launcher brings up UAC dialog and never launches
6,Where can I find the pet dog in Fallout 3?
1238,How can I get all three Kalos starters?
143,Is The Nether randomly generated?
1181,Dawnguard vampire lord and companions werewolf question
1585,"minecraft colored signs (§,{Color:""blue""})"
1586,Invalid session error
1485,Transferring specific data from an old PS3 to a new one?
227,Minecraft - Create new server using edited existing map/world - RandomSeed?
1493,Enchant Which Weapon Property: % Attack Speed or % Damage
1101,Where can bushes be planted?
939,Minecraft inventory dragging glitch
991,No Video output when attempting to run Facade
432,Do I have to stick around to get co-op loot?
902,What are the gameplay implications for each of the Digital Deluxe items?
444,How to change FOV on Kingdoms of Amalur?
1274,AirMarshall in game settings?
352,How can I better hunt Endermen?
827,How can I counter enemy away teams?
867,How much do additional engineers reduce manufacturing costs?
316,What are the advantages and disadvantages of dual-wielding?
586,What is the best method for farming for a Stone of Jordan?
921,3D analyze and Prince of Persia Sands of Time
1050,How to use Dota 2 courier?
1293,Most effective hero against Roshan?
998,Can't buy power from neighboring city
1196,How do you get a lot of gems in dragonvale?
1227,What is the easiest way to make money?
1229,How can I defend my home against hallow/corruption in hard mode?
394,What technique is best for attacking with dual wielded weapons?
1118,How does redstone power side blocks?
360,How can I make skyrim audio volume is a bit louder?
1080,How can I get a legit(unstolen) Falkreath Jail Key?
1145,Can two players play non-simultaneously?
720,Does Attack Speed % affect Acid Cloud Spamming?
1197,What is the number next to the character picture?
401,Getting started with StarCraft II
1287,Why Blowing Up other player's Personal Vehicle consider as Bad Sport?
925,On what memory is the first Desmond level?
821,How do I play GFWL online with multiple computers on the LAN?
464,No wifi connection on DS Lite
7,In Final Fantasy VII is there any way to save Aeris?
1546,Does the item evaluation screen take off-hand weapon or shield into account?
1158,Are there any repercussions to killing Policemen?
920,Is there a block that spider can't climb
1299,Telling if a Redstone Energy Cell is full -Recent Tekkit-
608,How do Diablo III regions work?
223,What is the meaning of this broadcast?
1230,How many Legendary Pokemon are in X and Y?
189,"What is a Minecraft mod really, and how can I sanely manage them?"
1383,Where is the mod folder?
451,Who should I give titles to?
173,Borderlands Mac OS X version play online with Windows version?
148,How can I break the corrupted rock?
1420,Can some weapons not fuse with each other?
207,What was that weird 'shock'/EMP I received?
1594,Reaching 100 in all skill categories
259,Where do I get the key to enter the Winterhold College?
175,How to find a player's redstone clock (or other aggressive circuitry)?
323,How can I get back an item that was confiscated when I was arrested?
43,How do I play a level online with other players in LittleBigPlanet?
578,How are random properties chosen for items in Diablo 3?
1432,What is the best modifier/reforge for the Vulcan Repeater?
975,Can I transfer 3DS stuff from one SD card to another?
1070,How to access Slingshot DLC content?
1148,Can someone explain me OpenTTD's train signals quick and easy?
15,How do I buy a graphics card?
730,Should I socket my weapon with a Ruby or Emerald?
604,Differences between Hardcore and Normal heroes
1156,Is it possible to dismiss an objective that I no longer want to accomplish?
274,Warrior Mage Level and skill help
309,How do I get feathers from Chirri?
1440,Can anyone confirm Titanfall language change?
181,How do you lengthen a redstone button signal in Minecraft?
1389,"What are all the ""hidden"" quest in Hearthstone?"
1516,How is the Fez number cipher intended to be solved?
1452,Where do I increase the torch timer?
1372,How do you change the MoTD for a Minecraft Server?
550,Does League of Legends have a tournament that is recognized as the 'Most Important'?
779,How to make good rune pages for general use
1439,Are the Skylanders portals console specific?
1052,Reasons for lvling up in GW2?
1456,How does attack interact with defence items?
453,Can I keep the Rueful Axe and get Clavicus Vile's Mask?
1011,What are primal Zerg?
783,What can SCVs Repair?
596,Are the XBLA and PC versions of Minecraft compatible?
214,Who and what can lay down suppressive fire?
347,Should I play oblivion before I start playing Skyrim
791,Will corruption/hallows destroy mud-based life?
1113,Can I start a game on one PC and continue on another?
1033,With the new update I can't reload my world on the Xbox
1522,"Is there a way to skip the ""Choose Production"" option for a city for a turn?"
815,Can I disguise myself as a guard?
1066,How to check if I have a charm or cursed table?
1146,How do you turn off adventure mode in Minecraft 1.6.2
1401,Choose production bug happening on turn 0
1307,"What is the fastest car in GTA 5, and where can I find it?"
983,How do you use potions?
326,How do I bring the Unusual Gem to an appraiser?
341,Sneak-Attacking in Skyrim
1102,Can I talk to the blue alpaca?
157,"What is (or rather, was) Herobrine?"
563,What's the secret to the concentric squares in the Weeping Waterfall stage?
473,What are all the ways to increase readiness?
980,How can I run the launcher without administrator privileges?
46,SC2 advice for a poor multitasker
1425,"How do ""stats changes if equipped"" work in Diablo 3?"
443,ION iCade with Mame on a PC
24,Where are my Starcraft 2 guest passes?
312,Why are assassins coming after me?
592,How do you make bows set things on fire?
1378,"Bought game on Steam, but it's not in my Library"
1588,How to make a worldboard extend 1 block everyday
74,"How do I destroy 4 Zerg Hatcheries in the ""Zero Hour"" mission on Hard difficulty?"
485,How do I beat the Reaper on Rannoch?
1500,Hearthstone opening strategies: why waste mana?
531,Mass effect 3 can you get the max war assets for krogan and salarian!]?
271,Why can't I return the Golden Claw to its owner?
380,Playing Skyrim regret-free
48,Can I hook my Wii up to an HDMI or DVI monitor?
1228,Ores being odd?
1134,What causes a SNES game to lose its save game?
54,"Is there a hotkey for the general ""Next Move"" button?"
1104,How can I get mossy cobblestone on survival in mcpe?
1517,What is the best way to level up in Clash of Clans
1491,Is it possible to fix Xbox 360 slim red ring?
1283,dark souls equivalent keys xbox-> pc
986,How can I get my enemies on my level in Borderlands 2
969,Do the random vampire attacks end when you finish the main Dawnguard quest?
1150,Are there any worthwhile benefits to saving Cid in the World of Ruin?
1403,What to do in Pokemon X/Y?
56,How can I save my game after beating Ganon in Twilight Princess?
1123,How do I get extra bags in Neverwinter?
102,Beating the snake boss in Magicka
641,Can you access the secret level in Diablo 3 more than once per difficulty?
240,Should I catch up with the Gears of War series or just start with part 3?
421,How do you make arrows?
1392,Windowed full-screen (borderless)?
91,Are Declarations of Friendship worth it?
834,"What do Golden Keys do, and how do they work?"
943,How do adjacency bonuses for base facilities really work?
1046,Do i have to select a perk in order to level it?
142,How much bandwidth does a Minecraft client use in SMP?
1231,How can I learn Civilization?
828,Tips for killing enemy crew without use of boarding parties
824,Why can't I clear rocks on DragonVale?
200,I seem to lack the shearing punch
1266,"""Xbox 360 Wireless Controller for Windows"" vs. ""Xbox 360 Wireless Controller"""
1413,Is BAWSAQ down / under maintenance right now?
766,Is there any reason to continue exploiting food production once my planet has reached maximum population?
818,In Intensity stacking conditions
462,What is the benefit of owning a house?
51,Do you receive achievements if you complete them without using the save game feature?
482,"After repelling the Citadel attack, can I complete quests where the quest giver is missing?"
621,Do Barbarian shouts stack for party members?
78,Leveling up online in Call of Duty: Black Ops?
773,When does loot respawn in DayZ?
176,How to skip battle animations in Civilization V?
1009,Swtor class questing help
1284,"What could cause the 'L1' button to stop working, and is it possible to fix?"
769,"How do I complete ""Supply and Demand"" if I cleared Cragslane Cavern before starting the quest?"
1346,How to buy the plane?
1210,"How do you access your ""special vehicles"" in GTA V?"
957,What are some best practices when constructing your defense?
674,How can I zoom in on my character?
497,Is it possible to kill Dr. Eva while she is running away?
1301,How can I catch a golden bee?
262,How much damage does a conjured weapon do?
158,How can I clone maps in SMP?
1557,When can you Roshan solo?
831,Not able to see opponent's drawing in Draw Something
205,Retail boxed Steam activated games: can they be resold?
997,"How do I solve the ""Shopper Unsatisfied"" and ""We need money"" problems?"
1099,Borderlands 2-Gun help
1305,Where are all the bottles?
1363,Why can't I use magic launcher?
300,Does levelling up skills have any more effect than just making me level up/get perks?
1344,Can I download China Rising maps from xbox market place on a pc then send to a USB to use with my Xbox 360?
1579,The Forsworn Conspiracy the guards wont talk to me
747,Does the 'Splintered Oar' have a special purpose?
712,"What is the fastest way to complete ""The Art of Conversation"" achievement?"
711,Does Blizzard from multiple Wizards stack?
1489,How does a clan start a clan war?
80,Help with sound for a Xbox 360 w/ HDMI cable
533,For what champs is Maw of Malmortius a must buy item?
249,What exactly does Elite Premium get you?
953,Where does Rei's Minimap store your waypoints?
1533,How do I delete my clash of clans village and start over?
131,Is there an SMP Server Command to change weather conditions?
1085,What is Best way to earn XP?
1497,"What is the benefit of ""claiming"" a Fort or other location for your guild?"
145,How firm are The Witcher 2's minimum required specs?
522,How to equip the right items to companions?
1527,What is the point of stars at the end of races?
1037,Starcraft HoTS AI vs League
973,Is there a way to consitently get inside the hidden room in Laying the Foundation?
220,When can you respecialize your hero?
319,How long does it take for an animal to grow up?
1019,Where can you find the Yeti Zombie?
1110,What's the best way to level at 19?
155,What's the point of jungling?
373,Does Jetpack Joyride end?
963,Is there any reason to sacrifice myself?
1564,"NES blinks light, tried various methods"
1179,How do you unlock the Sprinter Kart and Mii Outfit B in Mario Kart Wii?
409,Can you break through the level cap by going to jail?
670,Does Diablo 3 have any secret achievements?
1337,How can I fix a corrupted solo world?
